,股票代码,股票名称,涨跌幅,最新价,最高,最低,今开,涨跌额,换手率,量比,动态市盈率,成交量,成交额,昨日收盘,总市值,流通市值,行情ID,市场类型,更新时间,最新交易日
140,688362,甬矽电子,4.9,27.18,27.75,26.71,26.86,1.27,19.08,3.35,40.35,86958,237159717.0,25.91,11080198800,1239003942,1.688362,沪A,2022-12-14 13:01:16,2022-12-14
141,301075,多瑞医药,4.87,40.5,42.7,35.82,36.69,1.88,32.77,3.08,108.06,89878,347101643.14,38.62,3240000000,1110661025,0.301075,深A,2022-12-14 13:01:15,2022-12-14
142,300192,科德教育,4.82,8.7,9.16,8.25,8.25,0.4,8.07,1.92,40.49,174024,152760281.5,8.3,2863546962,1875435684,0.300192,深A,2022-12-14 13:01:15,2022-12-14
143,605337,李子园,4.72,26.17,27.24,24.1,24.35,1.18,7.37,2.18,38.39,87452,222649372.0,24.99,7940187360,3107044555,1.605337,沪A,2022-12-14 13:01:17,2022-12-14
144,300915,海融科技,4.69,47.32,47.68,44.88,45.9,2.12,4.08,1.64,40.69,10130,47119164.0,45.2,4258800000,1173654300,0.300915,深A,2022-12-14 13:01:15,2022-12-14
145,600189,泉阳泉,4.66,6.96,6.98,6.59,6.65,0.31,1.92,3.54,43.19,134214,91375941.0,6.65,4977776772,4870729278,1.600189,沪A,2022-12-14 13:01:15,2022-12-14
146,603836,海程邦达,4.66,17.75,18.34,17.5,17.7,0.79,7.64,3.61,10.95,65522,117020212.0,16.96,3642925457,1521689271,1.603836,沪A,2022-12-14 13:01:14,2022-12-14
147,603029,天鹅股份,4.63,25.76,26.48,23.93,24.4,1.14,8.78,1.12,185.61,106511,272096372.0,24.62,3125769920,3125769920,1.603029,沪A,2022-12-14 13:01:14,2022-12-14
148,000799,酒鬼酒,4.62,143.9,143.97,136.01,137.0,6.35,2.64,1.42,36.08,85785,1205187795.11,137.55,46757280222,46757280222,0.000799,深A,2022-12-14 13:01:15,2022-12-14
149,603136,天目湖,4.6,30.25,31.0,28.55,28.71,1.33,2.96,2.39,1700.95,55085,165725621.0,28.92,5635402061,5635402061,1.603136,沪A,2022-12-14 13:01:16,2022-12-14
150,688382,益方生物-U,4.54,14.04,14.22,13.22,13.57,0.61,4.7,3.32,-15.73,46781,64409434.0,13.43,8073000000,1396881959,1.688382,沪A,2022-12-14 13:01:15,2022-12-14
151,688793,倍轻松,4.54,54.84,55.41,51.0,51.51,2.38,4.68,1.37,-44.07,10827,58217768.0,52.46,3380337600,1269564810,1.688793,沪A,2022-12-14 13:01:16,2022-12-14
152,301112,信邦智能,4.53,29.76,30.33,28.4,28.4,1.29,7.39,4.34,50.99,19417,57456508.51,28.47,3281534016,781569203,0.301112,深A,2022-12-14 13:01:12,2022-12-14
153,002527,新时达,4.52,6.47,6.81,6.21,6.24,0.28,2.66,5.78,-74.18,139526,91058504.78,6.19,4289155748,3390877233,0.002527,深A,2022-12-14 13:01:15,2022-12-14
154,300346,南大光电,4.52,31.69,32.19,31.23,31.96,1.37,3.06,3.12,61.19,157263,498818528.49,30.32,17230922538,16264197031,0.300346,深A,2022-12-14 13:01:15,2022-12-14
155,301102,兆讯传媒,4.49,33.76,33.82,32.31,32.31,1.45,2.76,1.58,38.86,12643,42013252.84,32.31,6752000000,1544119505,0.301102,深A,2022-12-14 13:01:15,2022-12-14
156,300493,润欣科技,4.48,7.0,7.02,6.82,6.83,0.3,1.87,4.32,55.87,93173,64525652.29,6.7,3533258029,3490359229,0.300493,深A,2022-12-14 13:01:15,2022-12-14
157,603679,华体科技,4.46,13.81,14.09,13.22,13.22,0.59,2.24,3.41,-105.97,31781,43758925.0,13.22,2253486606,1955122412,1.603679,沪A,2022-12-14 13:01:09,2022-12-14
158,002516,旷达科技,4.45,5.63,5.75,5.47,5.49,0.24,3.4,1.6,41.2,323830,181736651.5,5.39,8280821780,5365263545,0.002516,深A,2022-12-14 13:01:15,2022-12-14
159,300027,华谊兄弟,4.41,2.84,2.93,2.59,2.66,0.12,7.25,3.2,-22.7,1671463,457207820.07,2.72,7879596810,6545716754,0.300027,深A,2022-12-14 13:01:15,2022-12-14
160,688037,芯源微,4.4,195.22,206.0,192.33,199.0,8.22,5.77,2.8,94.81,26094,518960719.0,187.0,18080963853,8829302789,1.688037,沪A,2022-12-14 13:01:16,2022-12-14
161,000593,德龙汇能,4.37,8.59,8.76,8.17,8.2,0.36,4.98,1.87,68.31,178505,151008793.01,8.23,3080640367,3079139780,0.000593,深A,2022-12-14 13:01:15,2022-12-14
162,301073,君亭酒店,4.37,76.2,77.08,71.84,71.84,3.19,5.89,1.65,266.34,24795,187296369.94,73.01,9205722000,3207468845,0.301073,深A,2022-12-14 13:01:15,2022-12-14
163,688017,绿的谐波,4.37,107.29,108.96,102.81,103.13,4.49,3.15,1.47,105.98,29443,313922270.0,102.8,18087310840,10041894991,1.688017,沪A,2022-12-14 13:01:14,2022-12-14
164,300662,科锐国际,4.37,49.25,49.59,46.7,47.5,2.06,1.09,1.55,33.44,21279,103914409.81,47.19,9694227914,9647829489,0.300662,深A,2022-12-14 13:01:15,2022-12-14
165,002354,天娱数科,4.36,4.55,4.64,4.26,4.32,0.19,4.39,1.52,-208.31,645109,286713957.39,4.36,7528365481,6682512127,0.002354,深A,2022-12-14 13:01:15,2022-12-14
166,300212,易华录,4.35,25.41,26.19,23.88,24.03,1.06,4.42,1.43,-991.75,275956,696227535.83,24.35,16918341592,15865109898,0.300212,深A,2022-12-14 13:01:15,2022-12-14
167,600764,中国海防,4.31,23.0,23.15,22.06,22.09,0.95,0.84,2.23,52.93,41796,94978396.0,22.05,16344475878,11409418249,1.600764,沪A,2022-12-14 13:01:15,2022-12-14
168,300243,瑞丰高材,4.3,9.22,9.36,8.86,9.0,0.38,3.43,2.75,27.24,64876,59491886.33,8.84,2142036546,1741376661,0.300243,深A,2022-12-14 13:01:15,2022-12-14
169,603327,福蓉科技,4.29,15.33,15.58,14.7,14.73,0.63,0.85,2.64,18.32,44440,67517216.0,14.7,7991529000,7991529000,1.603327,沪A,2022-12-14 13:01:15,2022-12-14
170,430139,华岭股份,4.27,11.47,11.64,11.33,11.4,0.47,0.99,3.69,42.36,12367,14174479.35,11.0,3060196000,1428958018,0.430139,深A,2022-12-14 13:01:13,2022-12-14
171,688084,C晶品,4.24,97.8,98.06,93.34,94.98,3.98,8.21,0.45,287.09,14326,137860852.0,93.82,7399456655,1707466630,1.688084,沪A,2022-12-14 13:01:15,2022-12-14
172,300293,蓝英装备,4.23,9.62,9.8,9.42,9.49,0.39,1.81,3.07,-415.71,50740,48874569.92,9.23,2696831522,2696831522,0.300293,深A,2022-12-14 13:01:12,2022-12-14
173,000929,兰州黄河,4.23,11.1,11.37,10.23,10.47,0.45,13.95,2.14,-80.12,259161,281294459.59,10.65,2062002600,2061871875,0.000929,深A,2022-12-14 13:01:15,2022-12-14
174,002344,海宁皮城,4.18,4.74,4.85,4.59,4.59,0.19,1.96,2.03,21.04,251337,119274953.86,4.55,6079604390,6074144536,0.002344,深A,2022-12-14 13:01:15,2022-12-14
175,688185,康希诺,4.17,193.45,193.45,177.11,182.91,7.75,7.73,2.01,-75.68,52060,966366558.0,185.7,47869182962,13021643169,1.688185,沪A,2022-12-14 13:01:15,2022-12-14
176,688699,明微电子,4.17,54.92,55.66,53.37,54.22,2.2,3.47,2.14,78.12,17690,96712549.0,52.72,6044750029,2801549164,1.688699,沪A,2022-12-14 13:01:16,2022-12-14
177,600779,水井坊,4.15,76.6,76.6,72.51,73.0,3.05,1.66,1.44,26.59,80990,605542424.0,73.55,37408483087,37408483087,1.600779,沪A,2022-12-14 13:01:15,2022-12-14
178,688665,四方光电,4.15,99.48,101.95,94.0,95.51,3.96,3.08,2.23,52.21,6395,63679147.0,95.52,6963600000,2068746288,1.688665,沪A,2022-12-14 13:01:07,2022-12-14
179,301199,迈赫股份,4.14,22.41,22.88,21.48,21.61,0.89,7.23,4.86,168.8,24114,53899309.39,21.52,2988149400,747149400,0.301199,深A,2022-12-14 13:01:15,2022-12-14
180,600501,航天晨光,4.13,12.35,12.48,11.82,11.9,0.49,2.11,3.59,91.2,88740,109050065.0,11.86,5334318210,5202852460,1.600501,沪A,2022-12-14 13:01:17,2022-12-14
181,688403,汇成股份,4.11,11.14,11.33,10.98,11.0,0.44,7.41,4.52,49.01,85897,95546330.0,10.7,9300265550,1292046220,1.688403,沪A,2022-12-14 13:01:17,2022-12-14
182,002915,中欣氟材,4.11,19.75,20.0,18.9,18.9,0.78,2.5,2.24,39.67,66958,131436320.0,18.97,6477162106,5291278472,0.002915,深A,2022-12-14 13:01:15,2022-12-14
183,002185,华天科技,4.11,9.12,9.15,8.95,8.95,0.36,1.67,5.84,31.12,533422,483337593.21,8.76,29224899990,29217281160,0.002185,深A,2022-12-14 13:01:15,2022-12-14
184,000526,学大教育,4.11,17.49,17.66,16.77,16.9,0.69,4.4,2.3,193.39,51789,89950258.5,16.8,2059669780,2059669780,0.000526,深A,2022-12-14 13:01:15,2022-12-14
185,688209,英集芯,4.08,22.17,22.25,21.61,21.85,0.87,3.3,2.69,60.16,13306,29264753.0,21.3,9311400000,894133304,1.688209,沪A,2022-12-14 13:01:11,2022-12-14
186,603171,税友股份,4.07,37.61,38.33,35.96,36.14,1.47,1.59,1.6,125.07,14363,53620961.0,36.14,15265522900,3403489495,1.603171,沪A,2022-12-14 13:01:15,2022-12-14
187,002868,绿康生化,4.06,56.61,57.23,54.62,55.04,2.21,1.32,0.99,-97.36,20022,112928753.54,54.4,8798090533,8606145327,0.002868,深A,2022-12-14 13:01:12,2022-12-14
188,603598,引力传媒,4.05,9.24,9.32,8.7,8.8,0.36,2.79,2.78,71.35,74737,67989340.0,8.88,2475053196,2475053196,1.603598,沪A,2022-12-14 13:01:16,2022-12-14
189,002357,富临运业,4.05,7.71,8.15,7.04,8.15,0.3,33.72,6.51,26.42,1057099,810218745.75,7.41,2417000468,2416913730,0.002357,深A,2022-12-14 13:01:15,2022-12-14
190,688072,拓荆科技-U,4.04,246.48,275.0,245.45,256.0,9.58,8.46,3.02,98.45,23788,604398048.0,236.9,31174493885,6933071271,1.688072,沪A,2022-12-14 13:01:15,2022-12-14
191,301316,慧博云通,4.04,21.36,21.52,20.3,20.4,0.83,9.13,1.33,106.07,31400,65994402.15,20.53,8544213600,734768108,0.301316,深A,2022-12-14 13:01:03,2022-12-14
192,002742,ST三圣,4.04,5.93,5.93,5.51,5.74,0.23,6.32,1.13,-23.7,260502,149273166.4,5.7,2561760000,2445432922,0.002742,深A,2022-12-14 13:01:15,2022-12-14
193,000428,华天酒店,4.04,5.93,6.0,5.58,5.7,0.23,7.52,1.59,-25.36,766364,448652630.89,5.7,6042231180,6041973225,0.000428,深A,2022-12-14 13:01:15,2022-12-14
194,603076,乐惠国际,4.03,40.53,40.68,38.28,38.7,1.57,2.41,1.64,70.31,29078,116072380.0,38.96,4892025472,4892025472,1.603076,沪A,2022-12-14 13:01:15,2022-12-14
195,600148,长春一东,4.01,14.51,14.93,14.04,14.09,0.56,2.67,3.49,-279.81,37726,55177484.0,13.95,2053403690,2053403690,1.600148,沪A,2022-12-14 13:01:17,2022-12-14
196,001270,铖昌科技,4.01,116.16,116.47,113.48,113.88,4.48,4.65,1.62,161.65,13011,150077377.49,111.68,12988191807,3247078560,0.001270,深A,2022-12-14 13:01:15,2022-12-14
197,000802,北京文化,4.01,4.93,5.03,4.71,4.73,0.19,2.48,2.49,-67.66,177712,87179383.26,4.74,3529388257,3527243707,0.000802,深A,2022-12-14 13:01:15,2022-12-14
198,002209,达 意 隆,4.0,8.83,8.83,8.43,8.49,0.34,4.27,3.87,37.05,66024,57557467.0,8.49,1724004962,1364452059,0.002209,深A,2022-12-14 13:01:15,2022-12-14
199,002362,汉王科技,4.0,20.79,20.86,18.6,19.93,0.8,19.15,2.25,-84.13,396241,783648996.39,19.99,5082212090,4301415574,0.002362,深A,2022-12-14 13:01:15,2022-12-14
200,002261,拓维信息,4.0,6.76,6.9,6.51,6.53,0.26,2.06,2.19,61.91,229346,154064788.85,6.5,8489395076,7543680635,0.002261,深A,2022-12-14 13:01:12,2022-12-14
201,300892,品渥食品,3.97,30.9,31.87,28.9,29.02,1.18,17.68,1.71,142.5,54142,164596174.14,29.72,3090000000,946312500,0.300892,深A,2022-12-14 13:01:15,2022-12-14
202,002492,恒基达鑫,3.97,6.81,7.19,6.42,6.55,0.26,3.8,1.54,21.71,151178,101519609.65,6.55,2758050000,2711277163,0.002492,深A,2022-12-14 13:01:15,2022-12-14
203,603015,弘讯科技,3.97,7.6,7.94,7.4,7.45,0.29,5.16,6.41,53.12,208632,160194016.0,7.31,3072064400,3072064400,1.603015,沪A,2022-12-14 13:01:16,2022-12-14
204,600171,上海贝岭,3.94,19.26,19.39,19.0,19.13,0.73,2.41,3.39,27.68,168946,324130826.0,18.53,13716556620,13523217074,1.600171,沪A,2022-12-14 13:01:16,2022-12-14
205,002474,榕基软件,3.93,8.46,8.55,8.15,8.16,0.32,9.17,1.73,216.25,456696,381934524.66,8.14,5263812000,4212213510,0.002474,深A,2022-12-14 13:01:15,2022-12-14
206,688356,键凯科技,3.91,153.55,153.98,147.51,149.5,5.78,1.13,1.17,42.03,4106,62211487.0,147.77,9257222400,5570109628,1.688356,沪A,2022-12-14 13:01:10,2022-12-14
207,600818,中路股份,3.9,31.68,31.88,30.51,30.51,1.19,0.97,1.12,292.06,23156,72931963.0,30.49,10183469789,7538506589,1.600818,沪A,2022-12-14 13:01:15,2022-12-14
208,300869,康泰医学,3.88,30.0,30.69,28.35,30.14,1.12,9.68,1.99,51.89,155016,454719796.44,28.88,12053904000,4802218020,0.300869,深A,2022-12-14 13:01:15,2022-12-14
209,002568,百润股份,3.87,40.49,40.5,38.47,38.93,1.51,0.95,1.38,104.6,68033,270742596.26,38.98,42520976578,29042649627,0.002568,深A,2022-12-14 13:01:15,2022-12-14
210,300655,晶瑞电材,3.87,16.11,16.3,15.9,16.1,0.6,1.58,2.62,64.8,87512,140708088.2,15.51,9427220303,8920027304,0.300655,深A,2022-12-14 13:01:15,2022-12-14
211,300708,聚灿光电,3.87,10.21,10.28,10.05,10.1,0.38,2.44,3.89,140.11,90710,92318792.4,9.83,5561277202,3789101476,0.300708,深A,2022-12-14 13:01:15,2022-12-14
212,688655,迅捷兴,3.86,12.65,12.85,12.28,12.29,0.47,1.78,2.98,29.69,12532,15828516.0,12.18,1687383500,891525195,1.688655,沪A,2022-12-14 13:01:11,2022-12-14
213,600107,美尔雅,3.85,7.01,7.15,6.68,6.75,0.26,3.52,4.02,-57.66,126808,88276110.0,6.75,2523600000,2523600000,1.600107,沪A,2022-12-14 13:01:14,2022-12-14
214,300506,名家汇,3.85,7.01,7.1,6.75,6.75,0.26,1.77,2.7,-68.03,101257,70699148.26,6.75,4876131949,4013347367,0.300506,深A,2022-12-14 13:01:06,2022-12-14
215,002301,齐心集团,3.84,7.3,7.38,7.04,7.07,0.27,1.49,2.66,28.12,108977,79076229.01,7.03,5352489086,5328269803,0.002301,深A,2022-12-14 13:01:15,2022-12-14
216,300559,佳发教育,3.8,10.38,10.6,9.98,10.01,0.38,2.01,1.75,34.74,60745,62853171.38,10.0,4146961205,3134501362,0.300559,深A,2022-12-14 13:01:15,2022-12-14
217,000524,岭南控股,3.8,12.03,12.17,11.47,11.6,0.44,2.92,1.36,-63.21,195951,233075815.45,11.59,8062609422,8061081901,0.000524,深A,2022-12-14 13:01:15,2022-12-14
218,603345,安井食品,3.79,171.87,172.0,162.05,165.0,6.28,0.69,1.62,54.84,20210,342615935.0,165.59,50408479654,50085707794,1.603345,沪A,2022-12-14 13:01:15,2022-12-14
219,603057,紫燕食品,3.79,32.85,33.3,31.17,31.17,1.2,11.05,1.56,44.6,46419,150080549.0,31.65,13534200000,1379700000,1.603057,沪A,2022-12-14 13:01:13,2022-12-14
220,002024,ST易购,3.78,2.47,2.49,2.39,2.4,0.09,0.8,0.83,-3.79,631031,154760909.68,2.38,22995797948,19472132659,0.002024,深A,2022-12-14 13:01:15,2022-12-14
221,300480,光力科技,3.78,15.65,15.94,15.31,15.65,0.57,2.24,3.06,64.29,50600,79059828.05,15.08,5497699690,3538924421,0.300480,深A,2022-12-14 13:01:15,2022-12-14
222,688366,昊海生科,3.76,87.94,88.3,84.45,85.66,3.19,0.91,1.71,71.0,5277,45816029.0,84.75,15312992200,5107555200,1.688366,沪A,2022-12-14 13:01:11,2022-12-14
223,600809,山西汾酒,3.76,289.55,289.55,276.66,279.02,10.5,0.3,1.23,37.27,36795,1049374428.0,279.05,353272259340,352588805520,1.600809,沪A,2022-12-14 13:01:15,2022-12-14
224,300537,广信材料,3.75,15.5,15.76,14.95,15.3,0.56,7.26,1.78,-175.08,99572,152960659.66,14.94,2991927552,2126448798,0.300537,深A,2022-12-14 13:01:15,2022-12-14
225,000568,泸州老窖,3.74,219.79,219.79,209.24,211.55,7.92,0.37,1.07,29.53,54479,1173950388.18,211.87,323507824029,321883456143,0.000568,深A,2022-12-14 13:01:15,2022-12-14
226,603738,泰晶科技,3.73,22.82,23.41,22.44,22.5,0.82,2.32,2.97,26.62,63711,145942931.0,22.0,6346296631,6264996958,1.603738,沪A,2022-12-14 13:01:14,2022-12-14
227,600892,大晟文化,3.73,5.01,5.14,4.79,4.8,0.18,2.07,1.82,102.15,115687,57596794.0,4.83,2802915582,2802190875,1.600892,沪A,2022-12-14 13:01:17,2022-12-14
228,002983,芯瑞达,3.71,19.03,19.23,18.67,18.69,0.68,3.7,2.51,30.77,19384,36816980.95,18.35,3505021520,996022055,0.002983,深A,2022-12-14 13:01:12,2022-12-14
229,300936,中英科技,3.69,26.95,27.39,26.3,26.3,0.96,4.16,4.06,56.8,11038,29695830.82,25.99,2026640000,715758313,0.300936,深A,2022-12-14 13:01:15,2022-12-14
230,300323,华灿光电,3.66,7.37,7.43,7.24,7.25,0.26,1.46,3.37,-166.58,134457,98577763.45,7.11,9140542659,6765562053,0.300323,深A,2022-12-14 13:01:15,2022-12-14
231,603317,天味食品,3.64,29.63,29.69,28.19,28.42,1.04,0.74,1.68,69.38,55625,162729712.0,28.59,22598033287,22346403475,1.603317,沪A,2022-12-14 13:01:15,2022-12-14
232,301308,江波龙,3.63,76.99,79.79,75.9,77.87,2.7,14.62,2.66,113.89,46161,359710399.83,74.29,31786418915,2431462534,0.301308,深A,2022-12-14 13:01:15,2022-12-14
233,603237,五芳斋,3.63,45.98,47.5,43.79,44.02,1.61,12.4,1.78,15.21,31237,142731454.0,44.37,4632163140,1158040785,1.603237,沪A,2022-12-14 13:01:15,2022-12-14
234,002911,佛燃能源,3.62,14.01,14.14,13.21,13.53,0.49,1.56,1.51,24.66,147670,202102752.74,13.52,13242252000,13235069605,0.002911,深A,2022-12-14 13:01:15,2022-12-14
235,300279,和晶科技,3.61,5.45,5.49,5.31,5.37,0.19,1.62,3.87,-21.81,71542,38799031.0,5.26,2446733889,2407220076,0.300279,深A,2022-12-14 13:01:06,2022-12-14
236,300576,容大感光,3.59,22.5,22.87,22.16,22.5,0.78,2.4,2.86,107.9,30437,68569973.62,21.72,4802731988,2848168598,0.300576,深A,2022-12-14 13:01:15,2022-12-14
237,002397,梦洁股份,3.59,4.91,5.02,4.55,4.6,0.17,6.92,3.61,-28.33,380329,184910588.66,4.74,3704012885,2697956777,0.002397,深A,2022-12-14 13:01:15,2022-12-14
238,300102,乾照光电,3.57,6.67,6.75,6.57,6.57,0.23,1.06,3.78,-208.02,95781,63996187.36,6.44,6026872670,6012746611,0.300102,深A,2022-12-14 13:01:09,2022-12-14
239,605008,长鸿高科,3.57,18.57,18.73,18.0,18.0,0.64,0.85,1.2,48.21,17239,31781104.0,17.93,11929004288,3767673242,1.605008,沪A,2022-12-14 13:01:16,2022-12-14
240,300359,全通教育,3.56,5.53,5.6,5.32,5.34,0.19,1.7,2.41,39.81,107561,59306555.78,5.34,3502333824,3501919074,0.300359,深A,2022-12-14 13:01:15,2022-12-14
241,600651,飞乐音响,3.55,3.5,3.69,3.39,3.39,0.12,1.74,6.3,20.95,215453,76463631.0,3.38,8774598053,4345547063,1.600651,沪A,2022-12-14 13:01:13,2022-12-14
242,002113,ST天润,3.55,1.46,1.47,1.39,1.4,0.05,2.56,1.1,-28.32,249763,35888429.9,1.41,2205398654,1425783304,0.002113,深A,2022-12-14 13:01:15,2022-12-14
243,600633,浙数文化,3.54,8.48,8.55,8.13,8.13,0.29,2.56,1.2,22.44,323493,270447055.0,8.19,10733394835,10733394835,1.600633,沪A,2022-12-14 13:01:15,2022-12-14
244,002358,ST森源,3.54,4.68,4.68,4.49,4.52,0.16,0.83,1.11,57.25,76917,35288080.0,4.52,4351262652,4347088111,0.002358,深A,2022-12-14 13:01:15,2022-12-14
245,603043,广州酒家,3.53,25.82,25.92,24.64,24.8,0.88,1.1,1.85,23.36,62306,159087452.0,24.94,14645724739,14645724739,1.603043,沪A,2022-12-14 13:01:15,2022-12-14
246,605398,新炬网络,3.51,27.44,27.99,26.69,26.69,0.93,4.39,1.53,51.93,11847,32578063.0,26.51,2285683180,740628128,1.605398,沪A,2022-12-14 13:01:14,2022-12-14
247,688618,三旺通信,3.49,82.97,83.5,77.47,79.34,2.8,1.86,0.98,50.96,3070,25160982.0,80.17,4192266260,1372661737,1.688618,沪A,2022-12-14 13:01:09,2022-12-14
248,688561,奇安信-U,3.49,65.2,66.49,62.52,63.5,2.2,0.42,1.24,-29.65,19184,125091989.0,63.0,44472236900,30031182788,1.688561,沪A,2022-12-14 13:01:16,2022-12-14
249,002436,兴森科技,3.49,11.87,12.1,11.73,11.78,0.4,2.73,2.83,29.01,354820,423402672.42,11.47,20054913964,15415631769,0.002436,深A,2022-12-14 13:01:15,2022-12-14
250,300999,金龙鱼,3.48,45.77,45.82,43.91,44.2,1.54,1.8,2.2,79.09,97646,440914142.31,44.23,248146244603,24836957630,0.300999,深A,2022-12-14 13:01:15,2022-12-14
251,300152,新动力,3.48,3.57,3.79,3.44,3.45,0.12,3.5,5.11,193.37,249386,89876099.11,3.45,2544696000,2543512813,0.300152,深A,2022-12-14 13:01:12,2022-12-14
252,300353,东土科技,3.48,10.12,10.23,9.86,9.86,0.34,1.82,1.72,-70.46,80014,80678665.06,9.78,5395145872,4441939692,0.300353,深A,2022-12-14 13:01:15,2022-12-14
253,000920,沃顿科技,3.48,10.12,10.2,9.62,9.62,0.34,3.4,1.31,29.98,143239,141916720.2,9.78,4270640000,4269084050,0.000920,深A,2022-12-14 13:01:15,2022-12-14
254,002707,众信旅游,3.47,11.02,11.2,10.38,10.4,0.37,8.7,0.98,-60.23,677659,735883411.1,10.65,10584283978,8581612523,0.002707,深A,2022-12-14 13:01:15,2022-12-14
255,002379,宏创控股,3.47,4.47,4.59,4.38,4.38,0.15,3.35,3.15,82.0,309945,138858510.64,4.32,4141008000,4140996181,0.002379,深A,2022-12-14 13:01:15,2022-12-14
256,603155,新亚强,3.47,29.24,31.0,28.65,28.76,0.98,3.29,3.59,18.69,18542,55012335.0,28.26,6595432880,1648858220,1.603155,沪A,2022-12-14 13:01:16,2022-12-14
257,000576,甘化科工,3.45,11.08,11.12,10.75,10.85,0.37,1.12,1.45,50.81,47909,52678314.0,10.71,4906903470,4758741078,0.000576,深A,2022-12-14 13:01:15,2022-12-14
258,002141,贤丰控股,3.45,4.5,4.55,4.34,4.38,0.15,0.67,1.13,15.4,76211,33635468.58,4.35,5105954336,5105954336,0.002141,深A,2022-12-14 13:01:15,2022-12-14
259,688138,清溢光电,3.44,19.84,20.45,19.59,19.96,0.66,1.49,2.89,57.42,39851,79871776.0,19.18,5293312000,5293312000,1.688138,沪A,2022-12-14 13:01:16,2022-12-14
260,300460,惠伦晶体,3.44,10.23,10.35,10.06,10.1,0.34,1.83,3.24,213.09,51270,52426501.0,9.89,2870786088,2870786088,0.300460,深A,2022-12-14 13:01:15,2022-12-14
261,600584,长电科技,3.43,25.0,25.2,24.79,24.9,0.83,1.76,3.13,13.61,314085,784296792.0,24.17,44488825000,44488825000,1.600584,沪A,2022-12-14 13:01:14,2022-12-14
262,000888,峨眉山Ａ,3.43,9.36,9.42,8.82,8.9,0.31,8.92,1.3,-46.33,469920,431735607.36,9.05,4931906635,4931906635,0.000888,深A,2022-12-14 13:01:15,2022-12-14
263,688380,中微半导,3.41,31.21,31.58,30.88,31.04,1.03,4.59,1.6,133.39,24772,77403238.0,30.18,12495391650,1683475234,1.688380,沪A,2022-12-14 13:01:15,2022-12-14
264,688183,生益电子,3.37,10.12,10.18,9.78,9.78,0.33,0.81,2.43,26.76,24636,24907931.0,9.79,8418030291,3069882570,1.688183,沪A,2022-12-14 13:01:16,2022-12-14
265,002317,众生药业,3.37,30.7,32.0,30.14,30.51,1.0,9.13,1.27,75.39,645928,2008869389.28,29.7,25003034033,21711512934,0.002317,深A,2022-12-14 13:01:15,2022-12-14
266,300756,金马游乐,3.36,17.85,17.99,16.95,16.95,0.58,3.81,1.38,131.08,35076,61942354.92,17.27,2527735001,1644618389,0.300756,深A,2022-12-14 13:01:15,2022-12-14
267,300329,海伦钢琴,3.36,7.08,7.1,6.82,6.82,0.23,1.45,2.24,166.21,36659,25736931.0,6.85,1790452562,1785154251,0.300329,深A,2022-12-14 13:01:12,2022-12-14
268,002371,北方华创,3.36,243.2,250.55,241.29,249.9,7.9,2.89,3.28,57.18,151905,3750255150.25,235.3,128543269043,127874572403,0.002371,深A,2022-12-14 13:01:15,2022-12-14
269,600838,上海九百,3.36,7.39,7.62,7.06,7.06,0.24,6.08,2.59,71.79,243704,179879183.0,7.15,2962517840,2962517840,1.600838,沪A,2022-12-14 13:01:14,2022-12-14
270,605136,丽人丽妆,3.33,13.02,13.15,12.47,12.52,0.42,2.53,1.21,-101.07,49578,63919570.0,12.6,5213969670,2553240892,1.605136,沪A,2022-12-14 13:01:14,2022-12-14
271,002200,ST交投,3.33,8.39,8.49,8.13,8.13,0.27,0.65,2.35,-74.47,11994,10005912.0,8.12,1544874947,1544874947,0.002200,深A,2022-12-14 13:00:30,2022-12-14
272,000796,ST凯撒,3.32,6.54,6.57,6.18,6.2,0.21,3.44,1.01,-15.17,276347,177126343.4,6.33,5251621687,5248526142,0.000796,深A,2022-12-14 13:01:15,2022-12-14
273,000507,珠海港,3.32,6.23,6.32,5.97,6.01,0.2,1.52,1.0,20.05,137412,84120702.9,6.03,5729948396,5621564201,0.000507,深A,2022-12-14 13:01:15,2022-12-14
274,300139,晓程科技,3.31,8.43,8.48,8.25,8.28,0.27,2.61,3.88,-119.14,60998,51202308.14,8.16,2309820000,1969684042,0.300139,深A,2022-12-14 13:01:15,2022-12-14
